1 1 5
1 2 5
1 3 5
1 4 5
1 5 5
1 6 5
1 7 5
1 8 4
1 9 5
1 10 5
1 11 3
1 12 5
1 13 5
1 14 5
1 15 5
1 16 5
1 17 5
1 18 5
1 19 5
1 20 5
1 21 5
1 22 5
1 23 5
1 24 5
1 25 5
1 26 5
1 27 5
1 28 5
1 29 5
1 30 5
1 31 5
1 32 5
1 33 5
1 34 5
1 35 5
1 36 5
1 37 5
1 38 5
1 39 5
1 40 5
1 41 5
1 42 5
1 43 5
1 44 5
1 45 4
1 46 5
1 47 5
1 48 4
1 49 5
1 50 5
1 51 2
2 1 2
2 2 11
2 3 12
2 4 12
2 5 12
2 6 12
2 7 12
2 8 12
2 9 11
2 10 11
2 11 11
2 12 12
2 13 12
2 14 11
2 15 12
2 16 11
2 17 11
2 18 11
2 19 12
2 20 8
2 21 11
2 22 12
2 23 11
2 24 12
2 25 11
2 26 11
2 27 11
2 28 12
2 29 9
2 30 12
2 31 12
2 32 11
2 33 10
2 34 11
2 35 12
2 36 11
2 37 9
2 38 11
2 39 9
2 40 12
2 41 11
2 42 10
2 43 12
2 44 12
2 45 12
2 46 11
2 47 12
2 48 12
2 49 9
2 50 12
2 51 20
3 1 2
3 2 2
3 3 16
3 4 17
3 5 13
3 6 18
3 7 18
3 8 17
3 9 17
3 10 17
3 11 18
3 12 17
3 13 18
3 14 18
3 15 15
3 16 15
3 17 17
3 18 18
3 19 18
3 20 16
3 21 16
3 22 15
3 23 15
3 24 17
3 25 17
3 26 15
3 27 18
3 28 17
3 29 18
3 30 18
3 31 17
3 32 16
3 33 18
3 34 17
3 35 16
3 36 16
3 37 17
3 38 18
3 39 16
3 40 16
3 41 16
3 42 17
3 43 11
3 44 15
3 45 16
3 46 17
3 47 17
3 48 16
3 49 17
3 50 18
3 51 32
4 1 2
4 2 2
4 3 2
4 4 25
4 5 20
4 6 24
4 7 25
4 8 24
4 9 24
4 10 24
4 11 24
4 12 25
4 13 24
4 14 21
4 15 21
4 16 25
4 17 24
4 18 25
4 19 25
4 20 24
4 21 24
4 22 24
4 23 24
4 24 24
4 25 21
4 26 22
4 27 25
4 28 24
4 29 24
4 30 25
4 31 25
4 32 24
4 33 25
4 34 24
4 35 24
4 36 24
4 37 24
4 38 24
4 39 23
4 40 24
4 41 24
4 42 24
4 43 23
4 44 24
4 45 20
4 46 24
4 47 24
4 48 23
4 49 22
4 50 24
4 51 39
5 1 2
5 2 2
5 3 2
5 4 2
5 5 34
5 6 34
5 7 34
5 8 32
5 9 31
5 10 34
5 11 33
5 12 33
5 13 34
5 14 33
5 15 33
5 16 34
5 17 34
5 18 34
5 19 33
5 20 34
5 21 34
5 22 34
5 23 34
5 24 34
5 25 34
5 26 33
5 27 34
5 28 34
5 29 33
5 30 33
5 31 34
5 32 34
5 33 32
5 34 33
5 35 34
5 36 32
5 37 33
5 38 34
5 39 34
5 40 34
5 41 32
5 42 33
5 43 32
5 44 34
5 45 34
5 46 34
5 47 32
5 48 33
5 49 32
5 50 34
5 51 47
6 1 2
6 2 2
6 3 2
6 4 2
6 5 2
6 6 41
6 7 42
6 8 41
6 9 41
6 10 42
6 11 42
6 12 41
6 13 40
6 14 42
6 15 41
6 16 42
6 17 42
6 18 42
6 19 41
6 20 42
6 21 42
6 22 42
6 23 42
6 24 42
6 25 41
6 26 42
6 27 41
6 28 42
6 29 42
6 30 42
6 31 41
6 32 41
6 33 42
6 34 42
6 35 42
6 36 42
6 37 41
6 38 40
6 39 41
6 40 41
6 41 42
6 42 41
6 43 41
6 44 41
6 45 41
6 46 41
6 47 41
6 48 41
6 49 41
6 50 42
6 51 56
7 1 2
7 2 2
7 3 2
7 4 2
7 5 2
7 6 41
7 7 41
